edge,image,label,ndsm,ndvi
dataset/train/edges/00026.png,dataset/train/images/00026.png,dataset/train/labels/00026.png,dataset/train/ndsms/00026.tif,dataset/train/ndvis/00026.tif
dataset/train/edges/00027.png,dataset/train/images/00027.png,dataset/train/labels/00027.png,dataset/train/ndsms/00027.tif,dataset/train/ndvis/00027.tif
dataset/train/edges/00028.png,dataset/train/images/00028.png,dataset/train/labels/00028.png,dataset/train/ndsms/00028.tif,dataset/train/ndvis/00028.tif
dataset/train/edges/00029.png,dataset/train/images/00029.png,dataset/train/labels/00029.png,dataset/train/ndsms/00029.tif,dataset/train/ndvis/00029.tif
dataset/train/edges/00030.png,dataset/train/images/00030.png,dataset/train/labels/00030.png,dataset/train/ndsms/00030.tif,dataset/train/ndvis/00030.tif
dataset/train/edges/00031.png,dataset/train/images/00031.png,dataset/train/labels/00031.png,dataset/train/ndsms/00031.tif,dataset/train/ndvis/00031.tif
dataset/train/edges/00032.png,dataset/train/images/00032.png,dataset/train/labels/00032.png,dataset/train/ndsms/00032.tif,dataset/train/ndvis/00032.tif
dataset/train/edges/00033.png,dataset/train/images/00033.png,dataset/train/labels/00033.png,dataset/train/ndsms/00033.tif,dataset/train/ndvis/00033.tif
dataset/train/edges/00034.png,dataset/train/images/00034.png,dataset/train/labels/00034.png,dataset/train/ndsms/00034.tif,dataset/train/ndvis/00034.tif
dataset/train/edges/00035.png,dataset/train/images/00035.png,dataset/train/labels/00035.png,dataset/train/ndsms/00035.tif,dataset/train/ndvis/00035.tif
dataset/train/edges/00036.png,dataset/train/images/00036.png,dataset/train/labels/00036.png,dataset/train/ndsms/00036.tif,dataset/train/ndvis/00036.tif
dataset/train/edges/00037.png,dataset/train/images/00037.png,dataset/train/labels/00037.png,dataset/train/ndsms/00037.tif,dataset/train/ndvis/00037.tif
dataset/train/edges/00038.png,dataset/train/images/00038.png,dataset/train/labels/00038.png,dataset/train/ndsms/00038.tif,dataset/train/ndvis/00038.tif
dataset/train/edges/00039.png,dataset/train/images/00039.png,dataset/train/labels/00039.png,dataset/train/ndsms/00039.tif,dataset/train/ndvis/00039.tif
dataset/train/edges/00040.png,dataset/train/images/00040.png,dataset/train/labels/00040.png,dataset/train/ndsms/00040.tif,dataset/train/ndvis/00040.tif
dataset/train/edges/00041.png,dataset/train/images/00041.png,dataset/train/labels/00041.png,dataset/train/ndsms/00041.tif,dataset/train/ndvis/00041.tif
dataset/train/edges/00042.png,dataset/train/images/00042.png,dataset/train/labels/00042.png,dataset/train/ndsms/00042.tif,dataset/train/ndvis/00042.tif
dataset/train/edges/00043.png,dataset/train/images/00043.png,dataset/train/labels/00043.png,dataset/train/ndsms/00043.tif,dataset/train/ndvis/00043.tif
dataset/train/edges/00044.png,dataset/train/images/00044.png,dataset/train/labels/00044.png,dataset/train/ndsms/00044.tif,dataset/train/ndvis/00044.tif
dataset/train/edges/00045.png,dataset/train/images/00045.png,dataset/train/labels/00045.png,dataset/train/ndsms/00045.tif,dataset/train/ndvis/00045.tif
dataset/train/edges/00046.png,dataset/train/images/00046.png,dataset/train/labels/00046.png,dataset/train/ndsms/00046.tif,dataset/train/ndvis/00046.tif
dataset/train/edges/00047.png,dataset/train/images/00047.png,dataset/train/labels/00047.png,dataset/train/ndsms/00047.tif,dataset/train/ndvis/00047.tif
dataset/train/edges/00048.png,dataset/train/images/00048.png,dataset/train/labels/00048.png,dataset/train/ndsms/00048.tif,dataset/train/ndvis/00048.tif
dataset/train/edges/00049.png,dataset/train/images/00049.png,dataset/train/labels/00049.png,dataset/train/ndsms/00049.tif,dataset/train/ndvis/00049.tif
dataset/train/edges/00050.png,dataset/train/images/00050.png,dataset/train/labels/00050.png,dataset/train/ndsms/00050.tif,dataset/train/ndvis/00050.tif
dataset/train/edges/00051.png,dataset/train/images/00051.png,dataset/train/labels/00051.png,dataset/train/ndsms/00051.tif,dataset/train/ndvis/00051.tif
dataset/train/edges/00052.png,dataset/train/images/00052.png,dataset/train/labels/00052.png,dataset/train/ndsms/00052.tif,dataset/train/ndvis/00052.tif
dataset/train/edges/00053.png,dataset/train/images/00053.png,dataset/train/labels/00053.png,dataset/train/ndsms/00053.tif,dataset/train/ndvis/00053.tif
dataset/train/edges/00054.png,dataset/train/images/00054.png,dataset/train/labels/00054.png,dataset/train/ndsms/00054.tif,dataset/train/ndvis/00054.tif
dataset/train/edges/00055.png,dataset/train/images/00055.png,dataset/train/labels/00055.png,dataset/train/ndsms/00055.tif,dataset/train/ndvis/00055.tif
dataset/train/edges/00056.png,dataset/train/images/00056.png,dataset/train/labels/00056.png,dataset/train/ndsms/00056.tif,dataset/train/ndvis/00056.tif
dataset/train/edges/00057.png,dataset/train/images/00057.png,dataset/train/labels/00057.png,dataset/train/ndsms/00057.tif,dataset/train/ndvis/00057.tif
dataset/train/edges/00058.png,dataset/train/images/00058.png,dataset/train/labels/00058.png,dataset/train/ndsms/00058.tif,dataset/train/ndvis/00058.tif
dataset/train/edges/00059.png,dataset/train/images/00059.png,dataset/train/labels/00059.png,dataset/train/ndsms/00059.tif,dataset/train/ndvis/00059.tif
dataset/train/edges/00060.png,dataset/train/images/00060.png,dataset/train/labels/00060.png,dataset/train/ndsms/00060.tif,dataset/train/ndvis/00060.tif
dataset/train/edges/00061.png,dataset/train/images/00061.png,dataset/train/labels/00061.png,dataset/train/ndsms/00061.tif,dataset/train/ndvis/00061.tif
dataset/train/edges/00062.png,dataset/train/images/00062.png,dataset/train/labels/00062.png,dataset/train/ndsms/00062.tif,dataset/train/ndvis/00062.tif
dataset/train/edges/00063.png,dataset/train/images/00063.png,dataset/train/labels/00063.png,dataset/train/ndsms/00063.tif,dataset/train/ndvis/00063.tif
dataset/train/edges/00064.png,dataset/train/images/00064.png,dataset/train/labels/00064.png,dataset/train/ndsms/00064.tif,dataset/train/ndvis/00064.tif
dataset/train/edges/00065.png,dataset/train/images/00065.png,dataset/train/labels/00065.png,dataset/train/ndsms/00065.tif,dataset/train/ndvis/00065.tif
dataset/train/edges/00066.png,dataset/train/images/00066.png,dataset/train/labels/00066.png,dataset/train/ndsms/00066.tif,dataset/train/ndvis/00066.tif
dataset/train/edges/00067.png,dataset/train/images/00067.png,dataset/train/labels/00067.png,dataset/train/ndsms/00067.tif,dataset/train/ndvis/00067.tif
dataset/train/edges/00068.png,dataset/train/images/00068.png,dataset/train/labels/00068.png,dataset/train/ndsms/00068.tif,dataset/train/ndvis/00068.tif
dataset/train/edges/00069.png,dataset/train/images/00069.png,dataset/train/labels/00069.png,dataset/train/ndsms/00069.tif,dataset/train/ndvis/00069.tif
dataset/train/edges/00070.png,dataset/train/images/00070.png,dataset/train/labels/00070.png,dataset/train/ndsms/00070.tif,dataset/train/ndvis/00070.tif
dataset/train/edges/00071.png,dataset/train/images/00071.png,dataset/train/labels/00071.png,dataset/train/ndsms/00071.tif,dataset/train/ndvis/00071.tif
dataset/train/edges/00072.png,dataset/train/images/00072.png,dataset/train/labels/00072.png,dataset/train/ndsms/00072.tif,dataset/train/ndvis/00072.tif
dataset/train/edges/00073.png,dataset/train/images/00073.png,dataset/train/labels/00073.png,dataset/train/ndsms/00073.tif,dataset/train/ndvis/00073.tif
dataset/train/edges/00074.png,dataset/train/images/00074.png,dataset/train/labels/00074.png,dataset/train/ndsms/00074.tif,dataset/train/ndvis/00074.tif
dataset/train/edges/00075.png,dataset/train/images/00075.png,dataset/train/labels/00075.png,dataset/train/ndsms/00075.tif,dataset/train/ndvis/00075.tif
dataset/train/edges/00076.png,dataset/train/images/00076.png,dataset/train/labels/00076.png,dataset/train/ndsms/00076.tif,dataset/train/ndvis/00076.tif
dataset/train/edges/00077.png,dataset/train/images/00077.png,dataset/train/labels/00077.png,dataset/train/ndsms/00077.tif,dataset/train/ndvis/00077.tif
dataset/train/edges/00078.png,dataset/train/images/00078.png,dataset/train/labels/00078.png,dataset/train/ndsms/00078.tif,dataset/train/ndvis/00078.tif
dataset/train/edges/00079.png,dataset/train/images/00079.png,dataset/train/labels/00079.png,dataset/train/ndsms/00079.tif,dataset/train/ndvis/00079.tif
dataset/train/edges/00080.png,dataset/train/images/00080.png,dataset/train/labels/00080.png,dataset/train/ndsms/00080.tif,dataset/train/ndvis/00080.tif
dataset/train/edges/00081.png,dataset/train/images/00081.png,dataset/train/labels/00081.png,dataset/train/ndsms/00081.tif,dataset/train/ndvis/00081.tif
dataset/train/edges/00082.png,dataset/train/images/00082.png,dataset/train/labels/00082.png,dataset/train/ndsms/00082.tif,dataset/train/ndvis/00082.tif
dataset/train/edges/00083.png,dataset/train/images/00083.png,dataset/train/labels/00083.png,dataset/train/ndsms/00083.tif,dataset/train/ndvis/00083.tif
dataset/train/edges/00084.png,dataset/train/images/00084.png,dataset/train/labels/00084.png,dataset/train/ndsms/00084.tif,dataset/train/ndvis/00084.tif
dataset/train/edges/00085.png,dataset/train/images/00085.png,dataset/train/labels/00085.png,dataset/train/ndsms/00085.tif,dataset/train/ndvis/00085.tif
dataset/train/edges/00086.png,dataset/train/images/00086.png,dataset/train/labels/00086.png,dataset/train/ndsms/00086.tif,dataset/train/ndvis/00086.tif
dataset/train/edges/00087.png,dataset/train/images/00087.png,dataset/train/labels/00087.png,dataset/train/ndsms/00087.tif,dataset/train/ndvis/00087.tif
dataset/train/edges/00088.png,dataset/train/images/00088.png,dataset/train/labels/00088.png,dataset/train/ndsms/00088.tif,dataset/train/ndvis/00088.tif
dataset/train/edges/00089.png,dataset/train/images/00089.png,dataset/train/labels/00089.png,dataset/train/ndsms/00089.tif,dataset/train/ndvis/00089.tif
dataset/train/edges/00090.png,dataset/train/images/00090.png,dataset/train/labels/00090.png,dataset/train/ndsms/00090.tif,dataset/train/ndvis/00090.tif
dataset/train/edges/00091.png,dataset/train/images/00091.png,dataset/train/labels/00091.png,dataset/train/ndsms/00091.tif,dataset/train/ndvis/00091.tif
dataset/train/edges/00092.png,dataset/train/images/00092.png,dataset/train/labels/00092.png,dataset/train/ndsms/00092.tif,dataset/train/ndvis/00092.tif
dataset/train/edges/00093.png,dataset/train/images/00093.png,dataset/train/labels/00093.png,dataset/train/ndsms/00093.tif,dataset/train/ndvis/00093.tif
dataset/train/edges/00094.png,dataset/train/images/00094.png,dataset/train/labels/00094.png,dataset/train/ndsms/00094.tif,dataset/train/ndvis/00094.tif
dataset/train/edges/00095.png,dataset/train/images/00095.png,dataset/train/labels/00095.png,dataset/train/ndsms/00095.tif,dataset/train/ndvis/00095.tif
dataset/train/edges/00096.png,dataset/train/images/00096.png,dataset/train/labels/00096.png,dataset/train/ndsms/00096.tif,dataset/train/ndvis/00096.tif
dataset/train/edges/00097.png,dataset/train/images/00097.png,dataset/train/labels/00097.png,dataset/train/ndsms/00097.tif,dataset/train/ndvis/00097.tif
dataset/train/edges/00098.png,dataset/train/images/00098.png,dataset/train/labels/00098.png,dataset/train/ndsms/00098.tif,dataset/train/ndvis/00098.tif
dataset/train/edges/00099.png,dataset/train/images/00099.png,dataset/train/labels/00099.png,dataset/train/ndsms/00099.tif,dataset/train/ndvis/00099.tif
dataset/train/edges/00100.png,dataset/train/images/00100.png,dataset/train/labels/00100.png,dataset/train/ndsms/00100.tif,dataset/train/ndvis/00100.tif
dataset/train/edges/00101.png,dataset/train/images/00101.png,dataset/train/labels/00101.png,dataset/train/ndsms/00101.tif,dataset/train/ndvis/00101.tif
dataset/train/edges/00102.png,dataset/train/images/00102.png,dataset/train/labels/00102.png,dataset/train/ndsms/00102.tif,dataset/train/ndvis/00102.tif
dataset/train/edges/00103.png,dataset/train/images/00103.png,dataset/train/labels/00103.png,dataset/train/ndsms/00103.tif,dataset/train/ndvis/00103.tif
dataset/train/edges/00104.png,dataset/train/images/00104.png,dataset/train/labels/00104.png,dataset/train/ndsms/00104.tif,dataset/train/ndvis/00104.tif
dataset/train/edges/00105.png,dataset/train/images/00105.png,dataset/train/labels/00105.png,dataset/train/ndsms/00105.tif,dataset/train/ndvis/00105.tif
dataset/train/edges/00106.png,dataset/train/images/00106.png,dataset/train/labels/00106.png,dataset/train/ndsms/00106.tif,dataset/train/ndvis/00106.tif
dataset/train/edges/00107.png,dataset/train/images/00107.png,dataset/train/labels/00107.png,dataset/train/ndsms/00107.tif,dataset/train/ndvis/00107.tif
dataset/train/edges/00108.png,dataset/train/images/00108.png,dataset/train/labels/00108.png,dataset/train/ndsms/00108.tif,dataset/train/ndvis/00108.tif
dataset/train/edges/00109.png,dataset/train/images/00109.png,dataset/train/labels/00109.png,dataset/train/ndsms/00109.tif,dataset/train/ndvis/00109.tif
dataset/train/edges/00110.png,dataset/train/images/00110.png,dataset/train/labels/00110.png,dataset/train/ndsms/00110.tif,dataset/train/ndvis/00110.tif
dataset/train/edges/00111.png,dataset/train/images/00111.png,dataset/train/labels/00111.png,dataset/train/ndsms/00111.tif,dataset/train/ndvis/00111.tif
dataset/train/edges/00112.png,dataset/train/images/00112.png,dataset/train/labels/00112.png,dataset/train/ndsms/00112.tif,dataset/train/ndvis/00112.tif
dataset/train/edges/00113.png,dataset/train/images/00113.png,dataset/train/labels/00113.png,dataset/train/ndsms/00113.tif,dataset/train/ndvis/00113.tif
dataset/train/edges/00114.png,dataset/train/images/00114.png,dataset/train/labels/00114.png,dataset/train/ndsms/00114.tif,dataset/train/ndvis/00114.tif
dataset/train/edges/00115.png,dataset/train/images/00115.png,dataset/train/labels/00115.png,dataset/train/ndsms/00115.tif,dataset/train/ndvis/00115.tif
dataset/train/edges/00116.png,dataset/train/images/00116.png,dataset/train/labels/00116.png,dataset/train/ndsms/00116.tif,dataset/train/ndvis/00116.tif
dataset/train/edges/00117.png,dataset/train/images/00117.png,dataset/train/labels/00117.png,dataset/train/ndsms/00117.tif,dataset/train/ndvis/00117.tif
dataset/train/edges/00118.png,dataset/train/images/00118.png,dataset/train/labels/00118.png,dataset/train/ndsms/00118.tif,dataset/train/ndvis/00118.tif
dataset/train/edges/00119.png,dataset/train/images/00119.png,dataset/train/labels/00119.png,dataset/train/ndsms/00119.tif,dataset/train/ndvis/00119.tif
dataset/train/edges/00120.png,dataset/train/images/00120.png,dataset/train/labels/00120.png,dataset/train/ndsms/00120.tif,dataset/train/ndvis/00120.tif
dataset/train/edges/00121.png,dataset/train/images/00121.png,dataset/train/labels/00121.png,dataset/train/ndsms/00121.tif,dataset/train/ndvis/00121.tif
dataset/train/edges/00122.png,dataset/train/images/00122.png,dataset/train/labels/00122.png,dataset/train/ndsms/00122.tif,dataset/train/ndvis/00122.tif
dataset/train/edges/00123.png,dataset/train/images/00123.png,dataset/train/labels/00123.png,dataset/train/ndsms/00123.tif,dataset/train/ndvis/00123.tif
dataset/train/edges/00124.png,dataset/train/images/00124.png,dataset/train/labels/00124.png,dataset/train/ndsms/00124.tif,dataset/train/ndvis/00124.tif
dataset/train/edges/00125.png,dataset/train/images/00125.png,dataset/train/labels/00125.png,dataset/train/ndsms/00125.tif,dataset/train/ndvis/00125.tif
dataset/train/edges/00126.png,dataset/train/images/00126.png,dataset/train/labels/00126.png,dataset/train/ndsms/00126.tif,dataset/train/ndvis/00126.tif
dataset/train/edges/00127.png,dataset/train/images/00127.png,dataset/train/labels/00127.png,dataset/train/ndsms/00127.tif,dataset/train/ndvis/00127.tif
dataset/train/edges/00128.png,dataset/train/images/00128.png,dataset/train/labels/00128.png,dataset/train/ndsms/00128.tif,dataset/train/ndvis/00128.tif
dataset/train/edges/00129.png,dataset/train/images/00129.png,dataset/train/labels/00129.png,dataset/train/ndsms/00129.tif,dataset/train/ndvis/00129.tif
dataset/train/edges/00130.png,dataset/train/images/00130.png,dataset/train/labels/00130.png,dataset/train/ndsms/00130.tif,dataset/train/ndvis/00130.tif
dataset/train/edges/00131.png,dataset/train/images/00131.png,dataset/train/labels/00131.png,dataset/train/ndsms/00131.tif,dataset/train/ndvis/00131.tif
dataset/train/edges/00132.png,dataset/train/images/00132.png,dataset/train/labels/00132.png,dataset/train/ndsms/00132.tif,dataset/train/ndvis/00132.tif
dataset/train/edges/00133.png,dataset/train/images/00133.png,dataset/train/labels/00133.png,dataset/train/ndsms/00133.tif,dataset/train/ndvis/00133.tif
dataset/train/edges/00134.png,dataset/train/images/00134.png,dataset/train/labels/00134.png,dataset/train/ndsms/00134.tif,dataset/train/ndvis/00134.tif
dataset/train/edges/00135.png,dataset/train/images/00135.png,dataset/train/labels/00135.png,dataset/train/ndsms/00135.tif,dataset/train/ndvis/00135.tif
dataset/train/edges/00136.png,dataset/train/images/00136.png,dataset/train/labels/00136.png,dataset/train/ndsms/00136.tif,dataset/train/ndvis/00136.tif
dataset/train/edges/00137.png,dataset/train/images/00137.png,dataset/train/labels/00137.png,dataset/train/ndsms/00137.tif,dataset/train/ndvis/00137.tif
dataset/train/edges/00138.png,dataset/train/images/00138.png,dataset/train/labels/00138.png,dataset/train/ndsms/00138.tif,dataset/train/ndvis/00138.tif
dataset/train/edges/00139.png,dataset/train/images/00139.png,dataset/train/labels/00139.png,dataset/train/ndsms/00139.tif,dataset/train/ndvis/00139.tif
dataset/train/edges/00140.png,dataset/train/images/00140.png,dataset/train/labels/00140.png,dataset/train/ndsms/00140.tif,dataset/train/ndvis/00140.tif
dataset/train/edges/00141.png,dataset/train/images/00141.png,dataset/train/labels/00141.png,dataset/train/ndsms/00141.tif,dataset/train/ndvis/00141.tif
dataset/train/edges/00142.png,dataset/train/images/00142.png,dataset/train/labels/00142.png,dataset/train/ndsms/00142.tif,dataset/train/ndvis/00142.tif
dataset/train/edges/00143.png,dataset/train/images/00143.png,dataset/train/labels/00143.png,dataset/train/ndsms/00143.tif,dataset/train/ndvis/00143.tif
dataset/train/edges/00144.png,dataset/train/images/00144.png,dataset/train/labels/00144.png,dataset/train/ndsms/00144.tif,dataset/train/ndvis/00144.tif
dataset/train/edges/00145.png,dataset/train/images/00145.png,dataset/train/labels/00145.png,dataset/train/ndsms/00145.tif,dataset/train/ndvis/00145.tif
dataset/train/edges/00146.png,dataset/train/images/00146.png,dataset/train/labels/00146.png,dataset/train/ndsms/00146.tif,dataset/train/ndvis/00146.tif
dataset/train/edges/00147.png,dataset/train/images/00147.png,dataset/train/labels/00147.png,dataset/train/ndsms/00147.tif,dataset/train/ndvis/00147.tif
dataset/train/edges/00148.png,dataset/train/images/00148.png,dataset/train/labels/00148.png,dataset/train/ndsms/00148.tif,dataset/train/ndvis/00148.tif
dataset/train/edges/00149.png,dataset/train/images/00149.png,dataset/train/labels/00149.png,dataset/train/ndsms/00149.tif,dataset/train/ndvis/00149.tif
dataset/train/edges/00150.png,dataset/train/images/00150.png,dataset/train/labels/00150.png,dataset/train/ndsms/00150.tif,dataset/train/ndvis/00150.tif
dataset/train/edges/00151.png,dataset/train/images/00151.png,dataset/train/labels/00151.png,dataset/train/ndsms/00151.tif,dataset/train/ndvis/00151.tif
dataset/train/edges/00152.png,dataset/train/images/00152.png,dataset/train/labels/00152.png,dataset/train/ndsms/00152.tif,dataset/train/ndvis/00152.tif
dataset/train/edges/00153.png,dataset/train/images/00153.png,dataset/train/labels/00153.png,dataset/train/ndsms/00153.tif,dataset/train/ndvis/00153.tif
dataset/train/edges/00154.png,dataset/train/images/00154.png,dataset/train/labels/00154.png,dataset/train/ndsms/00154.tif,dataset/train/ndvis/00154.tif
dataset/train/edges/00155.png,dataset/train/images/00155.png,dataset/train/labels/00155.png,dataset/train/ndsms/00155.tif,dataset/train/ndvis/00155.tif
dataset/train/edges/00156.png,dataset/train/images/00156.png,dataset/train/labels/00156.png,dataset/train/ndsms/00156.tif,dataset/train/ndvis/00156.tif
dataset/train/edges/00157.png,dataset/train/images/00157.png,dataset/train/labels/00157.png,dataset/train/ndsms/00157.tif,dataset/train/ndvis/00157.tif
dataset/train/edges/00158.png,dataset/train/images/00158.png,dataset/train/labels/00158.png,dataset/train/ndsms/00158.tif,dataset/train/ndvis/00158.tif
dataset/train/edges/00159.png,dataset/train/images/00159.png,dataset/train/labels/00159.png,dataset/train/ndsms/00159.tif,dataset/train/ndvis/00159.tif
dataset/train/edges/00160.png,dataset/train/images/00160.png,dataset/train/labels/00160.png,dataset/train/ndsms/00160.tif,dataset/train/ndvis/00160.tif
dataset/train/edges/00161.png,dataset/train/images/00161.png,dataset/train/labels/00161.png,dataset/train/ndsms/00161.tif,dataset/train/ndvis/00161.tif
dataset/train/edges/00162.png,dataset/train/images/00162.png,dataset/train/labels/00162.png,dataset/train/ndsms/00162.tif,dataset/train/ndvis/00162.tif
dataset/train/edges/00163.png,dataset/train/images/00163.png,dataset/train/labels/00163.png,dataset/train/ndsms/00163.tif,dataset/train/ndvis/00163.tif
dataset/train/edges/00164.png,dataset/train/images/00164.png,dataset/train/labels/00164.png,dataset/train/ndsms/00164.tif,dataset/train/ndvis/00164.tif
dataset/train/edges/00165.png,dataset/train/images/00165.png,dataset/train/labels/00165.png,dataset/train/ndsms/00165.tif,dataset/train/ndvis/00165.tif
dataset/train/edges/00166.png,dataset/train/images/00166.png,dataset/train/labels/00166.png,dataset/train/ndsms/00166.tif,dataset/train/ndvis/00166.tif
dataset/train/edges/00167.png,dataset/train/images/00167.png,dataset/train/labels/00167.png,dataset/train/ndsms/00167.tif,dataset/train/ndvis/00167.tif
dataset/train/edges/00168.png,dataset/train/images/00168.png,dataset/train/labels/00168.png,dataset/train/ndsms/00168.tif,dataset/train/ndvis/00168.tif
dataset/train/edges/00169.png,dataset/train/images/00169.png,dataset/train/labels/00169.png,dataset/train/ndsms/00169.tif,dataset/train/ndvis/00169.tif
dataset/train/edges/00170.png,dataset/train/images/00170.png,dataset/train/labels/00170.png,dataset/train/ndsms/00170.tif,dataset/train/ndvis/00170.tif
dataset/train/edges/00171.png,dataset/train/images/00171.png,dataset/train/labels/00171.png,dataset/train/ndsms/00171.tif,dataset/train/ndvis/00171.tif
dataset/train/edges/00172.png,dataset/train/images/00172.png,dataset/train/labels/00172.png,dataset/train/ndsms/00172.tif,dataset/train/ndvis/00172.tif
dataset/train/edges/00173.png,dataset/train/images/00173.png,dataset/train/labels/00173.png,dataset/train/ndsms/00173.tif,dataset/train/ndvis/00173.tif
dataset/train/edges/00174.png,dataset/train/images/00174.png,dataset/train/labels/00174.png,dataset/train/ndsms/00174.tif,dataset/train/ndvis/00174.tif
dataset/train/edges/00175.png,dataset/train/images/00175.png,dataset/train/labels/00175.png,dataset/train/ndsms/00175.tif,dataset/train/ndvis/00175.tif
dataset/train/edges/00176.png,dataset/train/images/00176.png,dataset/train/labels/00176.png,dataset/train/ndsms/00176.tif,dataset/train/ndvis/00176.tif
dataset/train/edges/00177.png,dataset/train/images/00177.png,dataset/train/labels/00177.png,dataset/train/ndsms/00177.tif,dataset/train/ndvis/00177.tif
dataset/train/edges/00178.png,dataset/train/images/00178.png,dataset/train/labels/00178.png,dataset/train/ndsms/00178.tif,dataset/train/ndvis/00178.tif
dataset/train/edges/00179.png,dataset/train/images/00179.png,dataset/train/labels/00179.png,dataset/train/ndsms/00179.tif,dataset/train/ndvis/00179.tif
dataset/train/edges/00180.png,dataset/train/images/00180.png,dataset/train/labels/00180.png,dataset/train/ndsms/00180.tif,dataset/train/ndvis/00180.tif
dataset/train/edges/00181.png,dataset/train/images/00181.png,dataset/train/labels/00181.png,dataset/train/ndsms/00181.tif,dataset/train/ndvis/00181.tif
dataset/train/edges/00182.png,dataset/train/images/00182.png,dataset/train/labels/00182.png,dataset/train/ndsms/00182.tif,dataset/train/ndvis/00182.tif
dataset/train/edges/00183.png,dataset/train/images/00183.png,dataset/train/labels/00183.png,dataset/train/ndsms/00183.tif,dataset/train/ndvis/00183.tif
dataset/train/edges/00184.png,dataset/train/images/00184.png,dataset/train/labels/00184.png,dataset/train/ndsms/00184.tif,dataset/train/ndvis/00184.tif
dataset/train/edges/00185.png,dataset/train/images/00185.png,dataset/train/labels/00185.png,dataset/train/ndsms/00185.tif,dataset/train/ndvis/00185.tif
dataset/train/edges/00186.png,dataset/train/images/00186.png,dataset/train/labels/00186.png,dataset/train/ndsms/00186.tif,dataset/train/ndvis/00186.tif
